date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:45:27	15643/15643	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20May%202018%2002:20:42%20GMT	https://gico.io/wowhair/js/jquery.flashy.min.js	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/js/jquery.flashy.min.js	(from https://gico.io/wowhair/)
07:45:27	35458/35458	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20May%202022%2020:18:18%20GMT	https://gico.io/wowhair/js/isotope.js	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/js/isotope.js	(from https://gico.io/wowhair/)
07:45:28	8044/8044	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20Feb%202019%2012:49:06%20GMT	https://gico.io/wowhair/js/jquery.waypoints.min.js	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/js/jquery.waypoints.min.js	(from https://gico.io/wowhair/)
07:45:28	1074/1074	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Nov%202017%2020:44:40%20GMT	https://gico.io/wowhair/js/jquery.countup.min.js	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/js/jquery.countup.min.js	(from https://gico.io/wowhair/)
07:45:29	5742/5742	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2028%20May%202022%2017:19:16%20GMT	https://gico.io/wowhair/js/main.js	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/js/main.js	(from https://gico.io/wowhair/)
07:45:30	105536/105536	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Mar%202022%2015:08:02%20GMT	https://gico.io/wowhair/fonts/fa-brands-400.woff2	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/fonts/fa-brands-400.woff2	(from https://gico.io/wowhair/css/font-awesome.min.css)
07:45:30	181852/181852	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2022%20Mar%202022%2015:08:02%20GMT	https://gico.io/wowhair/fonts/fa-brands-400.ttf	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/fonts/fa-brands-400.ttf	(from https://gico.io/wowhair/css/font-awesome.min.css)
07:45:31	23940/23940	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Mar%202022%2015:08:02%20GMT	https://gico.io/wowhair/fonts/fa-regular-400.woff2	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/fonts/fa-regular-400.woff2	(from https://gico.io/wowhair/css/font-awesome.min.css)
07:45:31	60520/60520	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2022%20Mar%202022%2015:08:02%20GMT	https://gico.io/wowhair/fonts/fa-regular-400.ttf	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/fonts/fa-regular-400.ttf	(from https://gico.io/wowhair/css/font-awesome.min.css)
07:45:32	154228/154228	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Mar%202022%2015:08:02%20GMT	https://gico.io/wowhair/fonts/fa-solid-900.woff2	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/fonts/fa-solid-900.woff2	(from https://gico.io/wowhair/css/font-awesome.min.css)
07:45:32	4960/4960	---M--	200	added ('OK')	font/woff2	date:Tue,%2022%20Mar%202022%2015:08:02%20GMT	https://gico.io/wowhair/fonts/fa-v4compatibility.woff2	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/fonts/fa-v4compatibility.woff2	(from https://gico.io/wowhair/css/font-awesome.min.css)
07:45:33	10556/10556	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2022%20Mar%202022%2015:08:02%20GMT	https://gico.io/wowhair/fonts/fa-v4compatibility.ttf	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/fonts/fa-v4compatibility.ttf	(from https://gico.io/wowhair/css/font-awesome.min.css)
07:45:33	388460/388460	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2022%20Mar%202022%2015:08:02%20GMT	https://gico.io/wowhair/fonts/fa-solid-900.ttf	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/fonts/fa-solid-900.ttf	(from https://gico.io/wowhair/css/font-awesome.min.css)
07:45:34	9039/9039	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2002:15:33%20GMT	https://gico.io/wowhair/css/owl.video.play.png	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/css/owl.video.play.png	(from https://gico.io/wowhair/css/owl.css)
07:45:34	5341/5341	---M--	200	added ('OK')	image/gif	date:Wed,%2025%20May%202022%2012:49:58%20GMT	https://gico.io/wowhair/images/preloader.gif	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/preloader.gif	(from https://gico.io/wowhair/css/style.css)
07:45:36	235325/235325	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:26:12%20GMT	https://gico.io/wowhair/images/slider/1.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/slider/1.jpg	(from https://gico.io/wowhair/index-two.html)
07:45:36	151162/151162	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:26:12%20GMT	https://gico.io/wowhair/images/slider/2.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/slider/2.jpg	(from https://gico.io/wowhair/index-two.html)
07:45:37	194174/194174	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:26:12%20GMT	https://gico.io/wowhair/images/slider/3.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/slider/3.jpg	(from https://gico.io/wowhair/index-two.html)
07:45:37	11143/11143	---M--	200	added ('OK')	image/png	date:Sun,%2029%20May%202022%2016:27:30%20GMT	https://gico.io/wowhair/images/img4.png	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/img4.png	(from https://gico.io/wowhair/index-two.html)
07:45:37	46577/46577	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:25:42%20GMT	https://gico.io/wowhair/images/service/5.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/service/5.jpg	(from https://gico.io/wowhair/index-two.html)
07:45:37	56103/56103	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:25:42%20GMT	https://gico.io/wowhair/images/service/6.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/service/6.jpg	(from https://gico.io/wowhair/index-two.html)
07:45:37	60323/60323	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:19:30%20GMT	https://gico.io/wowhair/images/about/2.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/about/2.jpg	(from https://gico.io/wowhair/about.html)
07:45:38	45736/45736	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:19:30%20GMT	https://gico.io/wowhair/images/about/3.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/about/3.jpg	(from https://gico.io/wowhair/about.html)
07:45:38	47063/47063	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:26:38%20GMT	https://gico.io/wowhair/images/team/1.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/team/1.jpg	(from https://gico.io/wowhair/about.html)
07:45:38	48759/48759	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:26:38%20GMT	https://gico.io/wowhair/images/team/2.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/team/2.jpg	(from https://gico.io/wowhair/about.html)
07:45:39	54977/54977	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20May%202022%2016:26:38%20GMT	https://gico.io/wowhair/images/team/3.jpg	C:/Users/jhanv/Desktop/akansha/gico.io/wowhair/images/team/3.jpg	(from https://gico.io/wowhair/about.html)
